date,receipt,change
2025-07-28,1900,
2025-07-29,1900,
2025-07-30,1900,0.0
2025-07-31,0,-1900.0
2025-08-01,1195,1195.0
2025-08-04,1195,
2025-08-05,1195,0.0
2025-08-06,1067,
2025-08-07,673,-394.0
2025-08-08,746,73.0
2025-08-11,746,0.0
2025-08-12,646,-100.0
2025-08-13,549,-97.0
2025-08-14,737,188.0
2025-08-15,737,0.0
2025-08-18,737,0.0
2025-08-19,637,-100.0
2025-08-20,637,0.0
2025-08-21,688,51.0
2025-08-22,688,0.0
2025-08-25,650,-38.0
2025-08-26,650,0.0
2025-08-27,650,0.0
2025-08-28,562,-88.0
2025-08-29,0,-562.0
2025-09-01,2500,2500.0
2025-09-02,2900,400.0
2025-09-03,3300,400.0
2025-09-04,3200,-100.0
2025-09-05,2900,-300.0
2025-09-08,2627,-273.0
2025-09-09,2327,-300.0
2025-09-10,1784,-543.0
2025-09-11,1944,160.0
2025-09-12,1781,-163.0
2025-09-15,1498,-283.0
2025-09-16,1440,-58.0
2025-09-17,1783,343.0
2025-09-18,1486,-297.0
2025-09-19,1023,-463.0
2025-09-22,965,-58.0
2025-09-23,905,-60.0
2025-09-24,905,0.0
2025-09-25,402,-503.0
2025-09-26,185,-217.0
2025-09-29,0,-185.0
2025-10-09,800,800.0
2025-10-10,800,0.0
2025-10-13,1450,650.0
2025-10-14,1405,-45.0
2025-10-15,1325,-80.0
2025-10-16,1265,-60.0
2025-10-17,1233,-32.0
2025-10-20,1133,-100.0
2025-10-21,1107,-26.0
2025-10-22,1107,0.0
2025-10-23,858,-249.0
2025-10-24,858,0.0
2025-10-27,750,-108.0
2025-10-28,750,0.0
2025-10-29,470,-280.0
2025-10-30,74,-396.0
2025-10-31,0,-74.0
2025-11-05,660,660.0
2025-11-06,660,0.0
2025-11-07,1460,800.0
2025-11-10,1460,0.0
2025-11-11,1460,0.0
2025-11-12,2060,600.0
2025-11-13,2060,0.0
2025-11-14,1889,-171.0
2026-03-18,1586,
2026-03-19,2386,800.0
2026-03-20,2386,0.0
2026-03-23,3166,780.0
2026-03-24,3046,-120.0
2026-03-25,2840,-206.0
2026-03-26,2680,-160.0
2026-03-27,2380,-300.0
2026-03-30,1688,-692.0
2026-03-31,0,-1688.0
2026-04-07,2100,2100.0
2026-04-08,1800,-300.0
2026-04-09,2200,400.0
2026-04-10,2200,0.0
2026-04-13,1760,-440.0
2026-04-14,2360,600.0
2026-04-15,2120,-240.0
2026-04-16,1880,-240.0
2026-04-17,1960,80.0
2026-04-20,1960,0.0
2026-04-21,1960,0.0
2026-04-22,1680,-280.0
2026-04-23,1680,0.0
2026-04-24,1440,-240.0
2026-04-27,4537,3097.0
2026-04-28,4017,-520.0
2026-04-29,3717,-300.0
2026-04-30,0,-3717.0
2026-05-26,1200,1200.0
2026-05-27,847,-353.0
2026-05-28,847,0.0
2026-05-29,0,-847.0
2026-06-10,1000,1000.0
2026-06-11,2000,1000.0
2026-06-12,2000,0.0
2026-06-15,3000,1000.0
2026-06-16,2699,-301.0
2026-06-17,3119,420.0
2026-06-18,2759,-360.0
2026-06-22,2659,-100.0
2026-06-23,2085,-574.0
2026-06-24,1925,-160.0
2026-06-25,2925,1000.0
2026-06-26,2625,-300.0
