date,symbol,close,volume,open_interest,roll_yield
20250526,OI2507,9434.0,21274.0,13899.0,-0.0331633497348221
20250526,OI2509,9382.0,358764.0,326167.0,-0.0668817214602864
20250526,OI2511,9278.0,1429.0,1483.0,-0.0610990005140476
20250526,OI2601,9184.0,8382.0,47159.0,-0.0597477170006087
20250526,OI2603,9093.0,53.0,292.0,-0.0443735120337982
20250526,OI2605,9026.0,11.0,17.0,0.0
20250527,OI2507,9497.0,20418.0,14058.0,-0.0335780402252939
20250527,OI2509,9444.0,394363.0,353590.0,-0.0638711588243713
20250527,OI2511,9344.0,1914.0,1655.0,-0.0528865081638659
20250527,OI2601,9262.0,15665.0,44790.0,-0.0612050885170587
20250527,OI2603,9168.0,94.0,306.0,-0.0387373452582658
20250527,OI2605,9109.0,36.0,31.0,0.0
20250528,OI2507,9456.0,17795.0,13503.0,-0.0337240402128151
20250528,OI2509,9403.0,355015.0,330390.0,-0.0577050825325145
20250528,OI2511,9313.0,1773.0,1658.0,-0.0511136967283415
20250528,OI2601,9234.0,11600.0,44684.0,-0.0600788650514675
20250528,OI2603,9142.0,34.0,298.0,-0.0454572583323644
20250528,OI2605,9073.0,24.0,25.0,0.0
20250529,OI2507,9480.0,29088.0,12673.0,-0.0336384231175028
20250529,OI2509,9427.0,500517.0,327483.0,-0.0524188290389229
20250529,OI2511,9345.0,2944.0,1825.0,-0.0548243534966288
20250529,OI2601,9260.0,21370.0,45698.0,-0.0743245405333475
20250529,OI2603,9146.0,103.0,294.0,-0.0500661666529095
20250529,OI2605,9070.0,64.0,41.0,0.0
20250530,OI2507,9400.0,25351.0,11867.0,-0.0332836355960802
20250530,OI2509,9348.0,415679.0,292984.0,-0.0522162844323433
20250530,OI2511,9267.0,1753.0,1603.0,-0.0637888412207435
20250530,OI2601,9169.0,10079.0,44749.0,-0.0618290935010956
20250530,OI2603,9075.0,78.0,296.0,-0.0544612993112166
20250530,OI2605,8993.0,22.0,44.0,0.0
20250603,OI2507,9326.0,18563.0,11484.0,-0.0348425540920715
