date,value,change,增减
2025-05-06,2100,0.0,
2025-05-07,3300,1200.0,
2025-05-08,3700,400.0,
2025-05-09,3700,0.0,
2025-05-12,3900,200.0,
2025-05-13,5100,1200.0,
2025-05-14,3600,-1500.0,
2025-05-15,3700,100.0,
2025-05-16,3200,-500.0,
2025-05-19,3900,700.0,
2025-05-20,3800,-100.0,
2025-05-21,3400,-400.0,
2025-05-22,3400,0.0,
2025-05-23,3100,-300.0,
2025-05-26,2900,-200.0,
2025-05-27,0,-2900.0,
2025-06-04,200,200.0,
2025-06-05,100,-100.0,
2025-06-06,100,0.0,
2025-06-09,100,0.0,
2025-06-10,100,0.0,
2025-06-11,100,0.0,
2025-06-12,0,-100.0,
2025-07-07,200,200.0,
2025-07-08,200,0.0,
2025-07-09,400,200.0,
2025-07-10,200,-200.0,
2025-07-11,200,0.0,
2025-07-14,1400,1200.0,
2025-07-15,1600,200.0,
2025-07-16,1600,0.0,
2025-07-17,1600,0.0,
2025-07-18,500,-1100.0,
2025-07-21,0,-500.0,
2025-08-11,100,100.0,
2025-08-12,800,700.0,
2025-08-13,800,0.0,
2025-08-14,800,0.0,
2025-08-15,0,-800.0,
2025-09-01,300,300.0,
2025-09-02,900,600.0,
2025-09-03,1700,800.0,
2025-09-04,1900,200.0,
2025-09-05,1500,-400.0,
2025-09-08,2000,500.0,
2025-09-09,1500,-500.0,
2025-09-10,1300,-200.0,
2025-09-11,500,-800.0,
2025-09-12,500,0.0,
2025-09-15,600,100.0,
2025-09-16,600,0.0,
2025-09-17,600,0.0,
2025-09-18,200,-400.0,
2025-09-19,100,-100.0,
2025-09-22,0,-100.0,
2025-10-10,200,200.0,
2025-10-13,200,0.0,
2025-10-14,200,0.0,
2025-10-15,200,0.0,
2025-10-16,200,0.0,
2025-10-17,200,0.0,
2025-10-20,200,0.0,
2025-10-21,200,0.0,
2025-10-22,200,0.0,
2025-10-23,100,-100.0,
2025-10-24,100,0.0,
2025-10-27,100,0.0,
2025-10-28,0,-100.0,
2025-11-03,500,500.0,
2025-11-04,900,400.0,
2025-11-05,900,0.0,
2025-11-06,400,-500.0,
2025-11-07,100,-300.0,-300.0
2025-11-10,200,100.0,100.0
2025-11-11,200,0.0,0.0
2025-11-12,200,0.0,0.0
2025-11-13,100,-100.0,-100.0
2025-11-14,100,0.0,0.0
2026-03-10,300,200.0,
2026-03-11,600,300.0,300.0
2026-03-12,800,200.0,200.0
2026-03-13,800,0.0,0.0
2026-03-16,700,-100.0,-100.0
2026-03-17,300,-400.0,-400.0
2026-03-18,300,0.0,0.0
2026-03-19,0,-300.0,-300.0
2026-04-08,200,200.0,200.0
2026-04-09,297,97.0,97.0
2026-04-10,297,0.0,0.0
2026-04-13,653,356.0,356.0
2026-04-14,653,0.0,0.0
2026-04-15,556,-97.0,-97.0
2026-04-16,356,-200.0,-200.0
2026-04-17,0,-356.0,-356.0
2026-04-30,50,50.0,50.0
2026-05-06,50,0.0,0.0
2026-05-07,2650,2600.0,2600.0
2026-05-08,2450,-200.0,-200.0
2026-05-11,2850,400.0,400.0
2026-05-12,3349,499.0,499.0
2026-05-13,3099,-250.0,-250.0
2026-05-14,3421,322.0,322.0
2026-05-15,3451,30.0,30.0
2026-05-18,1484,-1967.0,-1967.0
2026-05-19,850,-634.0,-634.0
2026-05-20,500,-350.0,-350.0
2026-05-21,500,0.0,0.0
2026-05-22,200,-300.0,-300.0
2026-05-25,49,-151.0,-151.0
2026-05-26,49,0.0,0.0
2026-05-27,0,-49.0,-49.0
2026-06-01,700,700.0,700.0
2026-06-02,700,0.0,0.0
2026-06-03,700,0.0,0.0
2026-06-04,320,-380.0,-380.0
2026-06-05,200,-120.0,-120.0
2026-06-08,200,0.0,0.0
2026-06-09,0,-200.0,-200.0
2026-06-11,3,3.0,3.0
2026-06-12,3,0.0,0.0
2026-06-15,3,0.0,0.0
2026-06-16,0,-3.0,-3.0
